code,product_name,brands,categories,nutriscore_grade,nova_group,ecoscore_grade,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,ingredients_text,allergens,additives_n,image_url,nutriscore_numeric,ecoscore_numeric
3480341000636,Carré Frais - Nature,Elle&Vire,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Produits à tartiner,Produits à tartiner salés,Produits pasteurisés,Fromages pasteurisés,Fromages à tartiner",d,3.0,c,193.0,15.0,11.0,2.5,2.5,,12.0,1.2,"_Lait_ écrémé et crème, sel, ferments lactiques.",en:milk,0.0,https://images.openfoodfacts.org/images/products/348/034/100/0636/front_en.150.400.jpg,4.0,3.0
3412290070101,Paysan Breton - Le Fromage Fouetté Madame Loïk - Nature au Sel de Guérande,"Le Fromage Fouetté Madame Loïk, Paysan breton","Zuivelproducten,Gefermenteerde levensmiddelen,Gefermenteerde zuivelproducten,Kazen,Smeerbare producten,Hartige smeerbare producten,Smeerkazen,fr:Fromage fouetté",d,3.0,c,252.0,24.0,17.3,3.0,3.0,0.0,5.9,1.1,"_Fromage_ frais, sel de Guérande 1,1%",en:milk,0.0,https://images.openfoodfacts.org/images/products/341/229/007/0101/front_fr.104.400.jpg,4.0,3.0
6111266960336,Perly fromage,perly,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages",d,4.0,d,262.0,22.0,15.2,6.0,0.0,0.0,10.0,1.6,"fromage, eau, beurre, lait écrémé en poudre, sel, sels de fonte E452, E331, E339, protéines de lait, correcteur d'acidité E330, conservateur E202, colorant E160a, arôme",,6.0,https://images.openfoodfacts.org/images/products/611/126/696/0336/front_fr.23.400.jpg,4.0,4.0
3272770097642,Le Goût Primeur format familial,"Savencia, St Moret","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Produits à tartiner, Fromages, Produits à tartiner salés, Fromages de vache, Fromages de France, Fromages pasteurisés, Fromages à tartiner",d,4.0,c,205.0,17.8,13.2,3.0,3.0,,8.3,1.2,"Lait et crème pasteurisés (Origine : France), protéines du lait, sel,",en:milk,0.0,https://images.openfoodfacts.org/images/products/327/277/009/7642/front_fr.96.400.jpg,4.0,3.0
3161711001971,Caprice des dieux,caprice des dieux,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Fromages à pâte molle,Fromages de vache,Fromages à pâte molle à croûte fleurie,Produits pasteurisés,Fromages de France,Fromages pasteurisés,Fromages à pâte molle à croûte naturelle",d,3.0,c,333.0,30.0,21.0,0.8,0.1,,15.0,1.3775,"_Lait_ de vache, _crème_ , sel, ferments lactiques (_lait_)",en:milk,0.0,https://images.openfoodfacts.org/images/products/316/171/100/1971/front_en.120.400.jpg,4.0,3.0
3228021170039,PRESIDENT CAMEMBERT 250g,"Lactalis, Président","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages à pâte molle à croûte fleurie, Camemberts, Camemberts au lait de vache, Fromages de France, Fromages pasteurisés, Camemberts au lait pasteurisé de vache",d,3.0,c,269.0,21.0,15.0,0.0,0.0,0.0,20.0,1.4,"LAIT (origine France), ferments lactiques et d'affinage, sel",en:milk,0.0,https://images.openfoodfacts.org/images/products/322/802/117/0039/front_fr.182.400.jpg,4.0,3.0
6111028001024,Kiri,Kiri,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages fondus",d,,e,225.0,20.0,13.1,3.75,1.88,,8.75,1.62,,,,https://images.openfoodfacts.org/images/products/611/102/800/1024/front_fr.16.400.jpg,4.0,5.0
3523230028431,La bûche Sainte-Maure (Poitou-Charentes,Soignon,"Dairies,Fermented foods,Fermented milk products,Cheeses,French cheeses,Goat cheeses,Bûche-de-chèvre,Fromages,Fromages-de-chèvre,Fromages-pasteurisés,Fromages-à-pâte-molle-à-croûte-naturelle,Produits-fermentés,Produits-laitiers,Produits-laitiers-fermentés",d,3.0,d,291.0,23.0,16.0,1.0,1.0,0.0,20.0,1.5,"Lait de chèvre pasteurisé (origine France), sel, ferments (dont lait).

Convient aux végétariens.",en:milk,0.0,https://images.openfoodfacts.org/images/products/352/323/002/8431/front_en.175.400.jpg,4.0,4.0
6111260232095,El Mejor chef fromage 16p,,Fromages,unknown,,d,,,,,,,,,"4G اسم المنتج الكمية العلامات التجارية بلد البيع en:Morocco صورة المنتج Chef 16 صورة المكونات 74 19:04 Ingrédients: sucre de canne*, pâte de noisettes* 18,5%, huile de tournesol*, lait écrémé en poudre*, cacan mains",,0.0,https://images.openfoodfacts.org/images/products/611/126/023/2095/front_xx.14.400.jpg,,4.0
3412290070071,Paysan Breton - Le Fromage Fouetté Madame Loïk - Nature au Sel de Guérande,"Le Fromage Fouetté Madame Loïk, Paysan breton","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Produits à tartiner, Fromages, Produits à tartiner salés, Fromages à tartiner, Fromages à la crème, Fromage fouetté",d,3.0,c,252.0,24.0,17.3,3.0,3.0,0.0,5.9,1.1,"Fromage frais, sel de Guérande 1,1%",en:milk,0.0,https://images.openfoodfacts.org/images/products/341/229/007/0071/front_fr.52.400.jpg,4.0,3.0
3073781131888,Kiri-Käse,Kiri,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Fromages pour enfants,en:Cheeses (perishable),en:käse",d,4.0,c,303.0,29.0,19.5,2.0,2.0,,9.0,1.3,"LAIT pasteurisé 53 %,CRÈME pasteurisée 32 %, eau, concentrés de minéraux du LAIT, protéines de LAIT, ferments lactiques (LAIT), sel.",en:milk,0.0,https://images.openfoodfacts.org/images/products/307/378/113/1888/front_en.39.400.jpg,4.0,3.0
6111028001017,Kiri carré 36,Kiri,"produits-laitiers, produits-fermentés, produits-laitiers-fermentés, fromages, fr:fromages-pour-enfants",d,4.0,d,230.0,20.0,13.0,3.5,2.0,,9.0,1.6,"fromage blanc, lait écrémé réhydraté, matière grasse laitière, protéines de lait, sels de fonte (polyphosphate, phosphate tricalcique, acide citrique), amidon modifié, sel, épaississant (carraghénane)",,4.0,https://images.openfoodfacts.org/images/products/611/102/800/1017/front_fr.4.400.jpg,4.0,4.0
3073781131925,Kiri® Crème 12 portions,Kiri,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Produits à tartiner, Fromages, Produits à tartiner salés, Fromages à tartiner, Fromages pour enfants, Fromages fondus, en:Cheeses (perishable)",d,4.0,c,303.0,29.0,19.5,2.0,2.0,,9.0,1.3,"LAIT pasteurisé 53 %,CRÈME pasteurisée 32 %, eau, concentrés de minéraux du LAIT, protéines de LAIT, ferments lactiques (LAIT), sel.",en:milk,0.0,https://images.openfoodfacts.org/images/products/307/378/113/1925/front_fr.354.400.jpg,4.0,3.0
3664346305860,Noir Extra,Poulain,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Snacks,Fromages,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats noirs en tablette,Chocolats noirs extra fin,Chocolat-noir-extra,Chocolats-noir-a-croquer",e,4.0,e,508.0,28.0,18.0,55.0,52.0,7.2,4.9,0.01,"coconut 48%, sugar, cocoa paste, cocoa butter, lean cocoa powder, emulsifier (soy lecithin), flavouring, skimmed milk powder, cocoa: 47% minimum, may contain wheat, barley and nuts","en:milk,en:soybeans",1.0,https://images.openfoodfacts.org/images/products/366/434/630/5860/front_en.88.400.jpg,5.0,5.0
3073781192186,La vache qui rit,La vache qui rit,"Dairies, Fermented foods, Fermented milk products, Cheeses, Spreads, Salted spreads, Cheese spreads, Cheeses (perishable), Melted-cheese, fr:Produits laitiers  Produits fermentés  Produits laitiers fermentés  Fromages, en:processed-cheeses",d,4.0,d,232.0,18.0,12.0,6.5,6.5,0.0,11.0,1.7,"LAIT écrémé réhydraté (origine : France), FROMAGES, BEURRE, protéines de LAIT, sel de fonte : polyphosphates, calcium, concentré de minéraux du LAIT, concentré lactique LAITIER.",en:milk,1.0,https://images.openfoodfacts.org/images/products/307/378/119/2186/front_en.25.400.jpg,4.0,4.0
3272770094412,L'original tartare ail & fines herbes,"Fromarsac, Savencia, Tartare","Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Produits à tartiner,Produits à tartiner salés,Fromages de vache,Fromages pasteurisés,Fromages à tartiner,Fromages industriels,en:Uncured-soft-cheese-spreadable-around-30-40-fat-flavoured,Fromages Ail et fines herbes",d,3.0,c,348.0,34.5,24.5,2.3,2.3,0.0,7.0,1.1,"Lait et crème pasteurisés (origine: France), ail et fines herbes (2,6%), sel, poivre, conservateur: sorbate de potassium. Peut contenir des fruits à coque.",en:milk,1.0,https://images.openfoodfacts.org/images/products/327/277/009/4412/front_en.143.400.jpg,4.0,3.0
7622210103314,Queso para untar Philadelphia,Philadelphia,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Produits à tartiner,Produits à tartiner salés,Fromages à pâte fraîche,Fromages pasteurisés,Fromages à tartiner",d,4.0,d,249.0,25.0,16.0,2.8,2.8,0.2,3.7,1.06,"_Lait_, _crème_, sel, stabilisants (E401, E410, E407), conservateur (E202),",en:milk,4.0,https://images.openfoodfacts.org/images/products/762/221/010/3314/front_en.42.400.jpg,4.0,4.0
6111203006646,la hollandaise,la hollandaise,Fromages fondus,d,4.0,e,270.0,21.0,12.0,,6.0,0.0,9.0,1.5,"Fromage fondu à 50% de matière grasse sur matière sèche.  ....Ingrédients : lait écrémé mélangé à du cheddar 23%, beurre, sels émulsifiants,
 (E450, E341, E452)
 Protéines de lait, sel, conservateur : sorbate de potassium, calcium, vitamines E, D, A",,4.0,https://images.openfoodfacts.org/images/products/611/120/300/6646/front_en.7.400.jpg,4.0,5.0
6111203005779,الهاندس,La Hollandaise,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Fromages de vache,Fromages du Royaume-Uni,Fromages d'Angleterre,Cheddars,Produits à tartiner,Fromages à tartiner",c,4.0,e,270.0,23.0,15.0,7.0,6.0,0.0,10.0,0.0,جبنة مذوبة للدهن - 50% مواد دسمة في المادة الجافة المكونات: حليب خالي الدسم مشكل مادة دهنية حليبية أجبان بروتينات الحليب  أملاح مستحلبة (E450 E341 E452) فيتامينات E D A,,3.0,https://images.openfoodfacts.org/images/products/611/120/300/5779/front_ar.31.400.jpg,3.0,5.0
3329770051072,petit yoplait,"Petit yoplait std, Yoplait","Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Petits suisses, Desserts lactés fermentés nature, Petits suisses nature",b,3.0,a,87.0,3.8,2.5,4.1,4.1,0.1,9.0,0.075,"LAIT écrémé et CREME pasteurisés - Poudre de LAIT écrémé - Ferments LACTIQUES - Papier traité au sorbate de potassium,
LAIT D'ORIGINE FRANCE",en:milk,0.0,https://images.openfoodfacts.org/images/products/332/977/005/1072/front_fr.142.400.jpg,2.0,1.0
6111246721735,Fromage blanc nature,MILKY FOOD,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Fromages blancs - petit suisses et skyr,Desserts lactés fermentés nature,Fromages blancs,Fromages blancs natures",unknown,1.0,b,225.0,21.0,,3.6,,0.0,3.8,0.0,"Lait de vache pasteurisé, crème pasteurisée, ferments lactiques, présure.",en:milk,0.0,https://images.openfoodfacts.org/images/products/611/124/672/1735/front_fr.3.400.jpg,,2.0
3272770004725,"9 Minis St Moret (17,8% MG)","Savencia,St Moret","Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Produits à tartiner,Produits à tartiner salés,Produits pasteurisés,Fromages de France,Fromages pasteurisés,Fromages à tartiner,Fromages industriels",d,4.0,c,205.0,17.8,13.2,3.0,3.0,0.0,8.3,1.3,"Lait et crème pasteurisés (Origine: France), protéines du lait, sel.
Fabriqué dans un atelier utilisant des fruits à coque et du lait de chèvre.",en:milk,0.0,https://images.openfoodfacts.org/images/products/327/277/000/4725/front_fr.95.400.jpg,4.0,3.0
8721800402055,Leerdammer original 8 tranches 200g,Leerdammer,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Fromages de vache,Fromages en tranches",d,3.0,d,352.0,27.5,18.5,0.1,0.1,,26.0,1.5,"LAIT pasteurisé, sel, ferments LACTIQUES, enzyme coagulante microbienne",en:milk,0.0,https://images.openfoodfacts.org/images/products/872/180/040/2055/front_fr.16.400.jpg,4.0,4.0
3497917000907,Chips saveur fromage du Jura,Brets,"aliments-et-boissons-à-base-de-végétaux, aliments-d'origine-végétale, snacks, céréales-et-pommes-de-terre, snacks-salés, amuse-gueules, chips-et-frites, chips, chips-de-pommes-de-terre, chips-de-pommes-de-terre-aromatisées, fr:amuse-gueules, en:chips-de-pommes-de-terre-ondulées",d,4.0,a,522.0,31.0,2.6,52.0,1.1,4.8,6.3,1.7,"Pommes de terre (France) (60,9%), huile de tournesol (31%) fromage du Jura fondu en poudre (5,3%) (élaboré exclusivement avec du Comté AOP), sel, petit lait en poudre, arôme naturel, dextrose, poivre",en:milk,0.0,https://images.openfoodfacts.org/images/products/349/791/700/0907/front_fr.222.400.jpg,4.0,1.0
4056489367260,Mon p'tit plaisir,Milbona,"Dairies,Fermented foods,Fermented milk products,Cheeses",d,4.0,d,199.0,16.8,11.7,3.3,3.3,0.5,8.2,1.0,"Fromage (_lait_), protéines de _lait_, sel.",en:milk,0.0,https://images.openfoodfacts.org/images/products/405/648/936/7260/front_en.36.400.jpg,4.0,4.0
6111246721957,Le berger From blanc Nat,,"Produits laitiers,Fromages",unknown,3.0,d,262.0,20.0,13.0,3.0,,,20.0,,"pasteurized organic whole milk, organic live cultures",,0.0,https://images.openfoodfacts.org/images/products/611/124/672/1957/front_en.3.400.jpg,,4.0
3480341000704,Carré frais 0 pourcent ail et fines herbes,Elle & Vire,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Produits à tartiner, Fromages, Produits à tartiner salés, Fromages pasteurisés, Fromages à tartiner, Fromages à la crème, en:Uncured-soft-cheese-spreadable-around-30-40-fat-flavoured",a,4.0,c,84.0,0.4,0.0,4.4,2.8,,16.0,0.0033,"_lait_ écrémé (origine: France), sel, ail, persil, ciboulette, poivre, arômes naturels, ferments lactiques,",en:milk,0.0,https://images.openfoodfacts.org/images/products/348/034/100/0704/front_fr.154.400.jpg,1.0,3.0
6111266960343,Perly,Perly,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages",e,4.0,d,514.0,50.0,15.2,6.0,0.0,0.0,10.0,1.6,"lait, matière grasse laitière, protéines de lait, sel, sels de fonte, phosphate de sodium, polyphosphate de sodium, citrate de sodium, calcium, fer, zinc, vitamine A, vitamine D3",,1.0,https://images.openfoodfacts.org/images/products/611/126/696/0343/front_fr.5.400.jpg,5.0,4.0
6111266960725,MUSCLY FROMAGE 24,"Jaouda, Copag","Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fromages blancs - petit suisses and skyr, fr:Fromages blancs, Fat free plain fresh cream cheese, en:cheeses",e,4.0,b,264.0,22.0,15.0,7.0,0.0,,9.0,1.6,"Lait écrémé, matières grasses végétales, fromages, protéines de lait, matière grasse du lait, sels émulsifiants : (phosphate tricalcique, polyphosphate, phosphate de sodium), sel coagulant : (carraghénane, farine de caroube, correcteur d'acidité : acide citrique, sels minéraux : (pyrophosphate de fer, iodure de potassium, vitamines : A) et (D3)",,3.0,https://images.openfoodfacts.org/images/products/611/126/696/0725/front_fr.19.400.jpg,5.0,2.0
3272770096942,Le goût primeur - Ligne & plaisir,"Savencia,St moret","Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Produits à tartiner,Produits à tartiner salés,Fromages à tartiner",c,4.0,c,132.0,8.0,5.5,5.0,5.0,,10.0,1.0,"Lait et crème pasteurisés (Origine : France), protéines du lait, sel,",en:milk,0.0,https://images.openfoodfacts.org/images/products/327/277/009/6942/front_fr.89.400.jpg,3.0,3.0
3272770016131,Chavroux Pur Chèvre,Chavroux,Fromage de chèvre à tartiner,d,3.0,e,162.0,13.0,9.0,2.6,2.6,0.0,8.7,1.0,"Lait de chèvre, crème de chèvre , sel, arôme naturel de chèvre.",en:milk,0.0,https://images.openfoodfacts.org/images/products/327/277/001/6131/front_fr.21.400.jpg,4.0,5.0
3412290070385,Paysan Breton - Le Fromage Fouetté Madame Loïk - Nature au Sel de Guérande - Sel réduit -25%,"Le Fromage Fouetté Madame Loïk, Paysan breton","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Produits à tartiner, Fromages, Produits à tartiner salés, Produits artisanaux, Fromages de France, Fromages pasteurisés, Fromages artisanaux, Fromages à tartiner, Fromage fouetté",d,3.0,c,252.0,24.0,17.0,3.0,3.0,,5.9,0.6,"_fromage_ frais, sel de Guérande (0,6%)",en:milk,0.0,https://images.openfoodfacts.org/images/products/341/229/007/0385/front_fr.32.400.jpg,4.0,3.0
6111246722039,fromage herbes milky food,milky foof,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fromages blancs - petit suisses and skyr, fr:Fromages blancs, en:cheeses",b,3.0,b,228.0,21.0,0.0,4.0,0.0,0.0,4.8,0.0,"Lait de vache pasteurisé, crème fraîche pasteurisée, ferments lactiques, présure, sel, ail et fines herbes.",,0.0,https://images.openfoodfacts.org/images/products/611/124/672/2039/front_fr.3.400.jpg,2.0,2.0
3259011799893,Galettes Boulgour & Sarrasin à l'Emmental,Céréal,"Alternatives à la viande,Galettes végétariennes",c,4.0,a,225.0,9.0,2.1,25.0,1.9,4.2,8.8,0.975,"Boulgour de blé complet réhydraté 46,3%, sarrasin* grillé réhydraté 17,4%, emmental* (sans présure animale) 10,3%, huiles végétales* 5,6% (huile de tournesol oléique* 5,3%, huile de tournesol* 0,3%), flocons de blé complet* 5,4%, oignons, flocons d'avoine complète* 3,1%, farine de blé 2%, gluten de blé 1,8%, sel de mer, poivre* 
*Ingrédients issus de l'agriculture biologique.","en:gluten,en:milk",0.0,https://images.openfoodfacts.org/images/products/325/901/179/9893/front_fr.149.400.jpg,3.0,1.0
3329770076471,"FROM.BLC.3,2% NAT.CALIN","Calin,Yoplait","Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Plain fermented dairy desserts,fr:Fromages blancs",b,1.0,a,82.0,3.2,2.2,6.6,6.6,,5.7,0.13,"Lait écrémé partiellement déshydraté, lait écrémé, crème, concentre des minéraux du lait, ferments lactiques (lait), vitamines D.",en:milk,0.0,https://images.openfoodfacts.org/images/products/332/977/007/6471/front_fr.33.400.jpg,2.0,1.0
3175460000017,Boursin garlic & herbs,Boursin,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Produits à tartiner,Produits à tartiner salés,Fromages de vache,Frais,Produits pasteurisés,Fromages de France,Fromages pasteurisés,Fromages à tartiner,Fromages à la crème,Fromages industriels,en:Uncured-soft-cheese-spreadable-around-30-40-fat-flavoured,Fromages Ail et fines herbes",d,3.0,d,396.0,39.0,26.0,3.0,2.5,0.1,8.5,1.23,"LAIT et CRÈME pasteurisés (origine: France), ferments LACTIQUES, ail et fines herbes (1,4%), sel, poivre. Peut contenir des traces de fruits à coque.","en:milk,de:Crème",1.0,https://images.openfoodfacts.org/images/products/317/546/000/0017/front_en.190.400.jpg,4.0,4.0
3228021170060,CHAUSSEE AUX MOINES 340g,"Lactalis, chaussée aux moines","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages à pâte pressée non cuite, Fromages pasteurisés",d,3.0,c,305.0,25.0,18.0,0.0,0.0,,20.0,1.6,"LAIT (origine France), sel, ferments, conservateur : E235",en:milk,1.0,https://images.openfoodfacts.org/images/products/322/802/117/0060/front_fr.80.400.jpg,4.0,3.0
7622300685782,Philadelphia nature 300g,"Kraft, Kraft Foods, Mondelèz International, Philadelphia","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Produits à tartiner, Fromages, Produits à tartiner salés, Fromages de vache, Frais, Fromages pasteurisés, Fromages à tartiner, Fromages à la crème",d,4.0,d,226.0,21.0,14.0,4.3,4.3,0.2,5.4,0.7375,"LAIT entier, CRÈME, préparation de protéines de LAIT, perméat de lactosérum concentré (de LAIT), sel, stabilisant (gomme guar), acidifiant (acide citrique).",en:milk,2.0,https://images.openfoodfacts.org/images/products/762/230/068/5782/front_fr.109.400.jpg,4.0,4.0
6111203003430,Cheesy fromage,Margafrique,Fromages,unknown,4.0,d,,,,,,,,,"Lait
Matière grasse végétale
Protéines de lait
Fromage
Sels (E450, E341, E452)
Acide citrique
Vitamine A
Vitamine D3",,3.0,https://images.openfoodfacts.org/images/products/611/120/300/3430/front_fr.13.400.jpg,,4.0
3228021170022,President emmental coeur de meule 250g,"Lactalis, Président","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, en:cooked-pressed-cheeses, Emmentals, Fromages de France, Emmentals français",c,3.0,d,369.0,29.0,21.0,0.5,0.5,0.0,27.0,0.6,"LAIT pasteurisé de vache , sel, ferments.",en:milk,0.0,https://images.openfoodfacts.org/images/products/322/802/117/0022/front_en.135.400.jpg,3.0,4.0
3073781192254,03.06.2024 DEU101H 0?:14 4,La vache qui rit,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Produits à tartiner, Fromages, Produits à tartiner salés, Fromages à tartiner, Fromages fondus, en:Cheeses (perishable)",d,4.0,c,232.0,18.0,12.0,6.5,6.5,,11.0,1.7,"LAIT écrémé réhydraté (origine : France), FROMAGES, BEURRE, protéines de LAIT, sel de fonte : polyphosphates, calcium, concentré de minéraux du LAIT, concentré lactique LAITIER.",en:milk,1.0,https://images.openfoodfacts.org/images/products/307/378/119/2254/front_fr.141.400.jpg,4.0,3.0
5411188103387,Vanille au soja,alpro,"Aliments et boissons à base de végétaux,Produits fermentés,Substituts de produits laitiers,Desserts,Produits veganes,Desserts végétaliens,Produits végétaux fermentés,Desserts végétaliens fermentés,Desserts de jus de soja fermenté",b,4.0,a,66.0,2.1,0.4,7.5,7.5,0.9,3.7,0.1975,"Jus de soja (90,9%), sucre, stabilisant (pectines), correcteurs d'acidité (acide citrique, citrates de sodium), calcium, concentré de carotte, sel marin de table, arômes, arôme naturel de vanille, vanille en poudre (0,03%), antioxydants (extrait riche en tocopherols, esters d'acides gras de l'acide ascorbique), vitamines B2, B12, D2, ferments de yaourt (S. thermophilus, L. bulgaricus).",en:soybeans,5.0,https://images.openfoodfacts.org/images/products/541/118/810/3387/front_en.319.400.jpg,2.0,1.0
90382383,Cappy pulpy,Coca-Cola Company,"Aliments et boissons à base de végétaux,Boissons,Boissons à base de végétaux,Boissons aux fruits,Jus et nectars,Jus de fruits,Jus d'orange",e,4.0,c,37.0,0.0,0.0,9.0,7.0,,0.0,0.05,"eau, jus et pulpe d'orange, sucre, acidifiants: E330, E300, épaississant E440, émulsifiants: E414, E445; arômes naturels et identiques aux naturels, édulcorants: E954, E950; colorant: E160a.",,8.0,https://images.openfoodfacts.org/images/products/000/009/038/2383/front_fr.15.400.jpg,5.0,3.0
5411188119098,Natur mit Kokosnuss,Alpro,"Aliments et boissons à base de végétaux,Produits fermentés,Substituts de produits laitiers,Desserts,Desserts végétaliens,Produits végétaux fermentés,Desserts végétaliens fermentés,Desserts de jus de soja fermenté",a,4.0,a,54.0,2.8,1.0,2.4,2.2,0.9,3.9,0.22,"Jus de _soja_ (93,1%), lait de coco (6,2%) [eau, crème de noix de coco (2,9%)), sucre, calcium, stabilisant (pectines), correcteurs d'acidité (citrates de sodium, acide citrique), arômes naturels, sel marin de table, antioxydants (extrait riche en tocopherols, esters d'acides gras de l'acide ascorbique), vitamines B12, D2, ferments de yaourt (S. thermophilus, L. bulgaricus).","en:soybeans,de:Sojabasis",4.0,https://images.openfoodfacts.org/images/products/541/118/811/9098/front_en.393.400.jpg,1.0,1.0
6111242106277,Jutos cocktail,Jaouda,"Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Boissons à base de végétaux,Boissons aux fruits,Jus et nectars,Jus de fruits,eaux",unknown,4.0,not-applicable,,,,,,,,,"Eau, jus de fruits à base des concentrés et purées (orange, ananas, pêche, mangue, pomme), sucre, acidiflant: acide citrique, épaississant: pectine, carboxyméthylcellulose , vitamine C, arôme, benzoate de sodium, colorant naturel: Béta carotène. Teneur en fruits: 12%.",,5.0,https://images.openfoodfacts.org/images/products/611/124/210/6277/front_en.11.400.jpg,,
6111242926035,frut,MARRAKECH,Boissons plates aux fruits sucrées avec 10 à 50% de jus,e,4.0,c,32.0,0.0,0.0,7.9,6.9,,0.0,0.00025,"eau, sucre, jus d'orange à base de concentré 10%, acidifiant: acide citrique, arômes, stabilisants: carboxyméthylcellulose et gomme de guar, antioxydant: acide ascorbique, édulcorants: cyclamate de sodium et saccharine de sodium, conservateur: benzoate de sodium, colorant: bêta-carotène, vitamine C",,8.0,https://images.openfoodfacts.org/images/products/611/124/292/6035/front_fr.22.400.jpg,5.0,3.0
9002515601018,Pago Ace - Orange - Carotte - Citron,pago,"Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Boissons à base de végétaux,Boissons aux fruits,Jus et nectars,Jus de fruits,Boissons avec sucre ajouté",e,4.0,e,40.0,0.5,0.1,9.2,9.2,,0.5,0.0,"Eau, jus à base de concentré de : orange (20%), citron 5%, sucre ; jus de carotte à base de concentré 5%, vitamine : C et E, provitamine A, arôme naturel.",,0.0,https://images.openfoodfacts.org/images/products/900/251/560/1018/front_fr.66.400.jpg,5.0,5.0
20019907,Succo di limone,"Solevita, Italiamo","Bevande e preparati per bevande, Cibi e bevande a base vegetale, Bevande, Bevande a base di piante, Bevande a base di frutta, Succo e nettare, Succhi di frutta, Succo di limone",b,3.0,d,28.0,0.5,0.1,2.2,2.2,0.0,0.4,0.01,"99,88% jus de citron à base de concentré, antioxydant: acide ascorbique; conservateur: disulfite de potassium.",en:sulphur-dioxide-and-sulphites,2.0,https://images.openfoodfacts.org/images/products/000/002/001/9907/front_en.187.400.jpg,2.0,4.0
6111243860383,ice POMME 1.5l,ice,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons gazeuses, Boissons aux fruits, Jus et nectars, Sodas, Jus de fruits, ar:soft drinks",e,4.0,not-applicable,58.0,0.0,0.0,9.9,9.8,,0.0,0.02,مشروب غازي من مستخلصات عطر التفاح بالسكر والمحليات، ماء غازي، سكر، عصير التفاح 1.5٪، عطر التفاح، محمض E330، ملون E150d، مادة حافظة E211، المحليات E955-E950، مضادات الأكسدة E300.,,1.0,https://images.openfoodfacts.org/images/products/611/124/386/0383/front_fr.4.400.jpg,5.0,
3502110009449,Orangensaft,Tropicana,"Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit juices, Non-alcoholic beverages, Orange juices, Squeezed juices, Orange juices without pulp, Squeezed orange juices",c,1.0,d,40.0,0.0,0.0,8.9,8.9,0.6,0.8,0.0,Jus d'orange,,0.0,https://images.openfoodfacts.org/images/products/350/211/000/9449/front_en.151.400.jpg,3.0,4.0
3046920022705,Excellence Noir Orange Intense,Lindt,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats aux amandes,Chocolats noirs en tablette,Chocolats noirs à l'orange",e,4.0,b,535.0,32.0,17.0,51.0,46.0,,7.0,0.08,"sucre, pâte de cacao, amandes 7%, jus d'orange à base de concentré 3,9%, beurre de cacao, beurre laitier concentré, sucre inverti, jus de citron à base de concentré, émulsifiant (lécithine de soja), ananas, gélifiant (pectine), arôme naturel d'orange,","en:milk,en:nuts,en:soybeans",2.0,https://images.openfoodfacts.org/images/products/304/692/002/2705/front_fr.137.400.jpg,5.0,2.0
