code,product_name,brands,categories,nutriscore_grade,nova_group,ecoscore_grade,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,ingredients_text,allergens,additives_n,image_url,nutriscore_numeric,ecoscore_numeric
6111126001872,Chergui creme fruit de bois,Chergui,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Yaourts",c,4.0,b,113.0,4.0,1.0,14.9,14.9,0.0,4.2,1.0,"Lait entier, poudre de lait écrémé, crème, sucre, amidon, arôme, ferments lactiques",en:milk,0.0,https://images.openfoodfacts.org/images/products/611/112/600/1872/front_fr.32.400.jpg,3.0,2.0
3033491485756,Fraise Framboise,"Hipro, Hipro drinks, Danone","Boissons,Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Boissons lactées,Desserts lactés fermentés,Boissons fermentées,Boissons lactées fermentées,Yaourts",b,4.0,e,60.0,0.5,0.3,5.5,5.2,,8.4,0.18,"SPECIALITE LAITIERE & BOIRE AROMATISÉE SAVEUR FRAISE-FRAMBOISE, AVEC EDULCORANTS, 0% M.G., ENRICHIE EN MAGNESIUM ET VITAMINE B9",en:milk,0.0,https://images.openfoodfacts.org/images/products/303/349/148/5756/front_fr.252.400.jpg,2.0,5.0
6111126005719,Sport,Chergui,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Laits (fluide et poudre),Desserts lactés fermentés,Laits,Yaourts,Compléments alimentaires,Compléments pour le Bodybuilding,Desserts lactés fermentés aromatisés,Yaourts aromatisés,Boisson protéinée",not-applicable,4.0,e,60.0,0.7,0.4,5.3,4.4,,8.0,0.11,"حليب, دسم, بروتين حليبي, بروتين لاكتوسيروم, نشا, قمح, سكر, نكهة الموز, محلي, سيكلامات, أسبرتام, أسيزولفام, خمائر حليبية","en:gluten,en:milk",1.0,https://images.openfoodfacts.org/images/products/611/112/600/5719/front_fr.3.400.jpg,,5.0
6111126001841,Crème Yaourt Brassé 🍋,Chergui,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Desserts lactés, Fruits, Agrumes, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Yaourts, Yaourts aux fruits, Citrons, Yaourts brassés, Yaourt aromatisé sucré",c,4.0,b,113.0,4.0,2.0,14.9,7.45,0.111,4.2,0.0,"lait entier, poudre de lait écrémé, crème, sucre, amidon, arôme, ferments lactiques",en:milk,0.0,https://images.openfoodfacts.org/images/products/611/112/600/1841/front_fr.42.400.jpg,3.0,2.0
20577391,0% fat Greek yoghurt,Milbona,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Yaourts,Yaourts à la grecque",a,1.0,b,50.0,0.0,0.0,4.1,4.0,0.0,8.3,0.000375,Allergy Advice Contains Milk. yogurt,en:milk,0.0,https://images.openfoodfacts.org/images/products/000/002/057/7391/front_en.42.400.jpg,1.0,2.0
3023291122005,Yaos Yaourt à la Grecque Nature 4 x 150g,Nestlé,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Yaourts,Desserts lactés fermentés nature,Yaourts natures,Yaourts à la grecque,Yaourts à la grecque nature",c,3.0,b,101.0,7.9,5.3,3.5,3.5,0.0,3.1,0.12,"Lait entier (83,1%), crème (12,0%) (lait), poudre de lait écrémé, ferments lactiques. Fabriqué en France avec du lait français.",en:milk,0.0,https://images.openfoodfacts.org/images/products/302/329/112/2005/front_fr.67.400.jpg,3.0,2.0
5411188114536,Soja à la fraise,Alpro,"Aliments et boissons à base de végétaux,Produits fermentés,Substituts de produits laitiers,Desserts,Produits veganes,Desserts végétaliens,Produits végétaux fermentés,Desserts végétaliens fermentés,Desserts de jus de soja fermenté,Yaourts de soja aux fruits,Yaourts de soja à la fraise",b,4.0,a,68.0,2.1,0.4,8.1,7.9,1.0,3.6,0.23,"Base de soja (80%) (eau, fèves de soja décort quées (9.7%), mélange de fraise (10,9%) (fruit (7%), jus à base de concentré (3,9%), sucre, comec teurs d'acidité (acide citrique, citrates de sodium, acide malique), stabilisant (pectines, calcium phosphate tricalcique), betterave^, arômes naturels, carotte noire^, sel marin de table, antion dants extrait riche en tocopherols, esters d'acides gras de l'acide ascorbique), vitamines 82 B2 02 ferments du yaourt (S. thermophilus, L. bulgaricus). ^concentré. Peut contenir des traces de uits à coque (pas d'arachides). Sans produits laitiers, ni gluten. Naturellement sans lactose",en:soybeans,6.0,https://images.openfoodfacts.org/images/products/541/118/811/4536/front_en.125.400.jpg,2.0,1.0
6111126001865,Chergui creme 🥭 mangue,Chergui,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts",c,,b,113.0,4.0,0.0,14.9,14.9,,4.2,0.0,,,,https://images.openfoodfacts.org/images/products/611/112/600/1865/front_fr.4.400.jpg,3.0,2.0
3661344688339,Les 2 Vaches Vanille Bio de Madagascar 4 x 115 g,Les 2 Vaches,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Desserts lactés fermentés aromatisés, Yaourts sucrés, Yaourts au lait de vache, Yaourts aromatisés",c,3.0,a-plus,93.0,2.8,2.0,13.3,12.7,,3.7,0.14,"Lait* demi-écrémé pasteurisé équitable (79,6%), sucre de canne* (8%), crème* équitable (lait) (4,5%), poudre de lait* écrémé, amidon*, jus de citron* concentré, extrait de vanille*, ferments lactiques (lait).",en:milk,0.0,https://images.openfoodfacts.org/images/products/366/134/468/8339/front_fr.54.400.jpg,3.0,
3033490004521,Danone le nature 125 g x 4,"Danone, Danone set plain","Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Yaourts,Desserts lactés fermentés nature,Yaourts natures",a,1.0,a,46.0,1.0,0.6,5.3,5.3,0.0,4.0,0.15,"LAIT partiellement écrémé à 1 % Mat. Gr. (94,7%), LAIT écrémé concentréou en poudre (5,2%), ferments lactiques (LAIT) LAIT : Origine France",en:milk,0.0,https://images.openfoodfacts.org/images/products/303/349/000/4521/front_fr.111.400.jpg,1.0,1.0
6111126005702,Chergui proteine,Chergui,"Boissons et préparations de boissons,Boissons,Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Boissons lactées,Desserts lactés fermentés,Boissons fermentées,Boissons lactées fermentées,Yaourts,Yaourts à boire,Yaourts à boire sans lactose,Compléments alimentaires",not-applicable,,e,58.9,0.7,0.0664,5.51,1.09,,8.0,0.0667,سمكونات حليب بدون دسم، بروتين حليبي - (بروتين لاكتوسيروم)، مستحضر فاكهة التفاح، نشا، حمض الستريك.. بكتين، نكهة الفانيلا، محلى (سيكرلونة أنزيم اللاكتان خمائر حليبية,en:milk,0.0,https://images.openfoodfacts.org/images/products/611/112/600/5702/front_fr.3.400.jpg,,5.0
3033491147067,Activia bifidus nature 125g x 4,"Activia, Activia yoghurt nature, Danone","Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés nature, Yaourts au Bifidus, Yaourts au bifidus nature",b,1.0,unknown,62.0,3.4,2.2,4.4,4.4,,3.4,0.12,"LAIT partiellement écrémé à 3.2% de Mat. Gr. (98,5%), LAIT écrémé concentré ou en poudre, ferments (dont ferments du yaourt et Bifidobacterium (LAIT)). LAIT: Origine France",en:milk,0.0,https://images.openfoodfacts.org/images/products/303/349/114/7067/front_fr.121.400.jpg,2.0,
6111242102934,Yaourt banin,Jaouda,"منتجات`الألبان, الأطعمة المخمرة, en:Desserts, en:Fermented milk products, en:Dairy desserts, en:Fermented dairy desserts, لبن",b,,b,92.0,1.7,0.0,14.3,9.0,0.0,3.9,0.0,,,,https://images.openfoodfacts.org/images/products/611/124/210/2934/front_ar.19.400.jpg,2.0,2.0
6130760000102,Nature,Soummam,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Yaourts,Desserts lactés fermentés nature,Yaourts natures",a,1.0,b,48.0,1.9,1.24,4.28,0.0,0.0,3.5,0.11,"Lait, lait reconstitué partiellement écrémé, ferments lactiques.",en:milk,0.0,https://images.openfoodfacts.org/images/products/613/076/000/0102/front_en.81.400.jpg,1.0,2.0
5201037709774,Yaourt Grec 10%MG,Delta,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts,Plain yogurts,Cow milk yogurts,Greek-style yogurts,Greek-style yogurts (plain)",c,1.0,a,134.0,10.0,6.5,3.8,3.8,,6.5,0.12,"Lait de vache, crème de lait, ferments lactiques.",en:milk,0.0,https://images.openfoodfacts.org/images/products/520/103/770/9774/front_fr.35.400.jpg,3.0,1.0
3329770082342,Skyr nature (8x Nature),Yoplait,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts lactés fermentés,Fromages blancs - petit suisses et skyr,Yaourts,Desserts lactés fermentés nature,Skyrs,Skyrs nature",a,1.0,b,57.0,0.5,0.1,3.6,3.6,,9.5,0.035,Yaourt maigre (Lait). Lait d'origine France.,en:milk,0.0,https://images.openfoodfacts.org/images/products/332/977/008/2342/front_fr.20.400.jpg,1.0,2.0
6111242105270,Ghilal,Jaouda,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Laits, Desserts lactés fermentés, Yaourts, Raïb, Raïbi",d,4.0,d,69.4,0.7,0.5,14.0,9.3,0.0,1.5,0.0,"Lait frais partiellement écrémé, sucre, préparation de fraise, texturant: amidon, correcteur d'acidité: acide citrique, arôme, ferments lactiques sélectionnés, colorant naturel.",,1.0,https://images.openfoodfacts.org/images/products/611/124/210/5270/front_fr.28.400.jpg,4.0,4.0
6111126002640,Daya mini vani,Chergui,Yaourts à boire,c,3.0,e,74.0,1.1,0.0,14.0,0.0,,2.1,0.0,"Lait partiellement écrémé, sucre, pulpe de fruits, amidon, ferments lactiques.",,0.0,https://images.openfoodfacts.org/images/products/611/112/600/2640/front_fr.18.400.jpg,3.0,5.0
3033491350795,Activia bifidus saveur citron,"Activia, Danone","Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aromatisés, Yaourts au Bifidus, Yaourts au bifidus aromatisés",c,4.0,a,93.0,3.1,2.0,12.6,12.6,0.0,3.6,0.13,"LAIT demi-écrémé (81,4%), sucre (7,8%), LAIT écrémé concentré ou en poudre, crème (LAIT), arôme naturel, ferments (dont ferments du yaourt et Bifidobacterium (LAIT)).",en:milk,0.0,https://images.openfoodfacts.org/images/products/303/349/135/0795/front_fr.100.400.jpg,3.0,1.0
6111126003852,daya vani sghira,Chergui,"Boissons, Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Boissons lactées, Desserts lactés fermentés, Yaourts",e,4.0,e,75.0,1.2,0.9,14.0,12.2,,2.3,0.09,"Lait partiellement écrémé, sucre, amidon, arôme, ferments lactiques.",,0.0,https://images.openfoodfacts.org/images/products/611/112/600/3852/front_fr.18.400.jpg,5.0,5.0
20023782,Céleri rémoulade,Saladinettes,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumes préparés,Céleris Rémoulade",c,4.0,a,93.0,7.6,0.6,3.7,1.7,2.8,1.0,1.18,"céleri 70%, huile de colza, eau, moutarde à l'ancienne 1% (eau, vinaigre d'alcool, graines de moutarde, tégument de graines de moutarde, sel, arômes, curcuma), épices, vinaigre d'alcool, moutarde (eau, graines de moutarde, vinaigre d'alcool, sel), jaune d'œuf* en poudre, sel, amidon transformé, épaississant: gomme xanthane, acidifiant: E330, antioxydant: acide ascorbique, conservateur: sorbate de potassium. *Issu de poules élevées au sol. Traces éventuelles d'arachides, céréales contenant du gluten, fruits à coque, lait et soja.","en:celery,en:eggs,en:mustard",5.0,https://images.openfoodfacts.org/images/products/000/002/002/3782/front_fr.76.400.jpg,3.0,1.0
6111126001704,Jnane,Chergui,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts au lait de vache, Yaourts sucrés",c,3.0,b,102.0,3.2,3.2,14.5,14.5,,3.9,0.0,"lait entier, sucre, poudre de lait écrémé, ferments lactiques.",,0.0,https://images.openfoodfacts.org/images/products/611/112/600/1704/front_fr.20.400.jpg,3.0,2.0
6111031005064,Tonik,عربي,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Cereals and their products,Cocoa and its products,Confectioneries,Flours,Biscuits,Cereal flours,Chocolate candies,Sweeteners,Wheat flours,Sugars,fr:Gaufrettes-fourrees-au-cacao",e,2.0,b,504.0,22.2,10.9,71.7,40.0,0.435,4.35,0.217,"Coffret fourré au cacao (41,6%) et à la vanille (208) - Ingrédients Farine de blé, sucre, huile végétale non hydrogénée (huile de palme), filtrat de lait, poudre de cacao Émulsifiant à faible teneur en cacao (322) Lécithine de soja) Agent levant (5000) Sucre artificiel (vanilline) Sel Contient du lait, du blé (gluten) du soja","en:gluten,en:milk,en:soybeans",0.0,https://images.openfoodfacts.org/images/products/611/103/100/5064/front_fr.56.400.jpg,5.0,2.0
3175680011480,Sésame,Gerblé,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits",c,4.0,c,467.0,18.0,2.0,64.0,17.0,4.6,10.0,0.38,"Farine de blé 57%, sucre de canne roux, huile de colza, sésame toasté 10,6%, germe de blé 5,4%, farine complète de blé 5,4%, arôme naturel, magnésium, émulsifiant : lécithines, poudres à lever (tartrates de potassium, carbonates de sodium, carbonates d'ammonium), sel de mer, amidon de blé, vitamines (E, PP, B6, B1, B9).",,4.0,https://images.openfoodfacts.org/images/products/317/568/001/1480/front_en.221.400.jpg,3.0,3.0
3362600011044,Henry’s,Henry's,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits",e,4.0,c,440.0,10.8235,5.2941,76.4706,24.2353,2.3529,7.6471,0.882353,"Farine de froment, sucre, graisse végétale, sucre inverti, agents levants ( bicarbonate d'ammonium - bicarbonate de sodium), sel, arome.",en:gluten,2.0,https://images.openfoodfacts.org/images/products/336/260/001/1044/front_fr.43.400.jpg,5.0,3.0
6111259343108,KING COOKIES,Excelo,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Drop cookies",e,,c,483.0,24.0,12.0,61.5,32.0,,5.2,0.27,دقيقالقمح،رقائق الشوكولاته20%[عجينة زيت النخلة.الكاكاو،سكر،دكستروز و مستحلب,,0.0,https://images.openfoodfacts.org/images/products/611/125/934/3108/front_fr.25.400.jpg,5.0,3.0
3362600011228,Sable coco Henry s 42g,Henry's,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits sablés,Sablés à la noix de coco",e,4.0,c,443.0,12.4,7.14,73.8,23.8,2.38,7.62,0.899,"Farine de _froment_, sucre, graisse végétale, noix de coco râpée, poudre de _lait_, poudre de _lactosérum_, sucre inverti, agents levants (bicarbonate d'ammonium - bicarbonate de Sodium), sel, arômes.","en:gluten,en:milk",2.0,https://images.openfoodfacts.org/images/products/336/260/001/1228/front_fr.38.400.jpg,5.0,3.0
8000500310427,Biscuits croquants au coeur onctueux de Nutella®,Nutella,"Botanas,Snacks dulces,Galletas y pasteles,en:Biscuits and crackers,Galletas,en:Biscuits/Cookies (Shelf Stable),fr:Biscoitos recheados",e,4.0,d,515.0,24.8,11.5,64.0,35.8,,7.9,0.559,"Pâte à tartiner aux NOISETTES et au cacao 40% (sucre, huile de palme, NOISETTES 13%**, LAIT écrémé en poudre 8,7%**, cacao maigre 7,4%**, émulsifiants : lécithines [SOJA]; vanilline), farine de FROMENT 32,5%, graisses végétales (palme, palmiste), sucre de canne (contient BLE) 8,5%, LACTOSE, son de BLE, LAIT en poudre, miel, poudres à lever (diphosphate disodique, carbonate acide de sodium, carbonate acide d'ammonium), farine d'ORGE malté, cacao maigre en poudre, sel, extrait en poudre de malt d'ORGE et de maïs, amidon de FROMENT, émulsifiants: lécithines [SOJA]; vanilline.","en:gluten,en:milk,en:nuts,en:soybeans",5.0,https://images.openfoodfacts.org/images/products/800/050/031/0427/front_fr.486.400.jpg,5.0,4.0
3362600011006,Henry’s,Henry’s,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits",e,4.0,b,440.0,10.8,5.29,76.5,24.2,2.35,7.65,0.882,"farine de froment, sucre, Graisse végétale , Sucre inverti, Agents levants (Bicarbonate d'ammonium, Bicarbonate de sodium), arôme vanille",en:gluten,2.0,https://images.openfoodfacts.org/images/products/336/260/001/1006/front_fr.31.400.jpg,5.0,2.0
6111259341197,Momo black,Excelo,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits,en:Biscuit-snack-with-chocolate-filling",e,4.0,d,497.0,21.0,9.9,70.0,27.0,,7.0,0.32,"Farine de blé, sucre, huile végétale hydrogénée (palme), cacao en poudre (3,4%), régulateur d'acidité (acide citrique (E330), acide tartrique (E334)), poudre à lever (bicarbonate d'ammonium et bicarbonate sodium), émulsifiant végétal (lécithine de soja (E322)) et sel.","en:gluten,en:milk,en:soybeans",6.0,https://images.openfoodfacts.org/images/products/611/125/934/1197/front_en.37.400.jpg,5.0,4.0
5410041001204,Tuc Original,"Mondelēz, LU","Imbiss,Salzige Snacks,Vorspeisen,en:Biscuits and crackers,Crackers",e,4.0,b,482.0,19.0,9.0,67.0,7.1,2.4,8.3,1.7,"Farine de _BLÉ_, huile de palme, sirop de glucose, extrait de malt d'_ORGE_, poudres à lever (carbonates d'ammonium, carbonates de sodium), sel, _OEUFS_, arôme, agent de traitement de la farine (_DISULFITE_ de sodium).","en:eggs,en:gluten,en:sulphur-dioxide-and-sulphites",3.0,https://images.openfoodfacts.org/images/products/541/004/100/1204/front_en.520.400.jpg,5.0,2.0
3175681851849,Pomme 🍏 🍎 Noisette🥜,Gerblé,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Dry biscuits",b,4.0,b,453.0,17.0,1.5,62.0,11.0,6.6,9.8,0.01,"Farine de _blé_ 68,5 %, huile de colza, sirop de sucres issus de fruits, jus concentré de pomme 5,3 %, _noisettes_ torréfiées 5,3 %, germe de _blé_ 5,2 %, fibres de chicorée: (fructooligosaccharides), extrait de malt d'_orge_, arôme naturel de pomme, émulsifiant (lécithines de colza), amidon de _blé_ , poudres à lever (tartrates de potassium, carbonates de potassium), vitamines B1, vitamines B2, vitamines B6, vitamines B9, vitamines PP et vitamines E,","en:gluten,en:nuts",2.0,https://images.openfoodfacts.org/images/products/317/568/185/1849/front_en.216.400.jpg,2.0,2.0
3251490332080,Figue & son,Gerblé,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits au son de blé,Biscuits au son de blé et la figue",b,4.0,b,450.0,19.0,1.7,54.0,16.0,13.0,9.3,0.19,"Farine complète de blé 26,5%, farine de blé 26,1%, son de blé 19,9%, huile de colza, sucre de canne roux, pâte de figues 5,1%, arôme naturel de figue, arôme naturel, émulsifiant : lécithines de colza, poudres à lever (acide citrique, carbonates de potassium, carbonates de sodium).",en:gluten,2.0,https://images.openfoodfacts.org/images/products/325/149/033/2080/front_en.125.400.jpg,2.0,2.0
6111259342828,Petit beurre,Bé,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Petits beurres, en:Biscuit au beurre, en:Snacks sucrés",d,4.0,c,427.0,17.5,8.5,60.0,15.3,1.2,6.6,0.23,"Farine de blé, Sucre, Beurre 11%, Fins éclats de caramel (Sucre, Lait écrémé en poudre), Huiles végétales hydrogénée (Palme), Amidon, Œufs entier liquide pasteurisé, Lait écrémé en poudre, Sirop de sucre inverti, poudres à lever (Pyrophosphate acide de sodium, Bicarbonates de sodium, Bicarbonates d'ammonium), sel, émulsifiant (lécithines de soja), arôme (vanilline). *Contient: Blé (céréales contenant du gluten), œufs, soja et lait.","en:eggs,en:gluten,en:milk,en:soybeans",4.0,https://images.openfoodfacts.org/images/products/611/125/934/2828/front_fr.21.400.jpg,4.0,3.0
80052760,Kinder Bueno,Kinder,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Wafers,Chocolate biscuits,Stuffed wafers,Chocolate stuffed wafers",e,4.0,e,572.0,37.3,17.3,51.5,41.2,2.0,8.6,0.1975,"Chocolat au _LAIT_ 31,5% (sucre, beurre de cacao, pâte de cacao, _LAIT_ écrémé en poudre, _BEURRE_ concentré, émulsifiants : lécithines [_SOJA_] ; vanilline), cacao maigre, émulsifiants : lécithines [_SOJA_] ; poudres à lever (carbonate acide de sodium), sel, vanilline.","en:gluten,en:milk,en:nuts,en:soybeans",2.0,https://images.openfoodfacts.org/images/products/000/008/005/2760/front_en.503.400.jpg,5.0,5.0
3362600001106,Henry's Sable Coco Biscuit 85G,Henrys,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits sablés,Sablés à la noix de coco",d,4.0,b,376.5,10.5,5.45,63.0,20.0,2.3,6.5,0.75,"Farine de froment, sucre, sucre inverti, noix de coco, poudre de lait, lactosérum, sel, agents levants (bicarbonate d'ammonium, bicarbonate de sodium), arôme coco, graisse végétale.","en:gluten,en:milk",2.0,https://images.openfoodfacts.org/images/products/336/260/000/1106/front_fr.15.400.jpg,4.0,2.0
3175681851856,Biscuit raisins,Gerblé,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits sablés,Biscuits aux fruits,Biscuit sec aux fruits,en:biscuits-et-gateaux,en:snacks-sucres",c,4.0,b,442.0,14.0,1.3,68.0,17.0,4.9,8.5,0.2,"Farine de blé 60,4%, huile de colza, sucre non raffiné, pâte de raisins 6,9%, germe de blé 5,1%, amidon de blé, raisins secs 2,8%, fibres de blé, magnésium, émulsifiant : lécithines, poudres à lever (tartrates de potassium, carbonates de sodium), arôme naturel, vitamines (B1, B6, B9, D, E).",en:gluten,3.0,https://images.openfoodfacts.org/images/products/317/568/185/1856/front_en.161.400.jpg,3.0,2.0
5000168036755,digestives,McVitie's,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits",e,4.0,d,483.0,21.3,10.1,63.6,15.1,3.7,7.0,1.3,"Flour (55%) (Wheat Flour, Calcium, Iron, Niacin, Thiamin), Vegetable Oil (Palm), Wholemeal Wheat Flour (16%), Sugar, Partially Inverted Sugar Syrup, Raising Agents (Sodium Bicarbonate, Malic Acid, Ammonium Bicarbonate), Salt. For allergens, including cereals containing gluten, see ingredients in bold. May also contain Milk. BY APPOINTMENT TO HER MAJESTY THE QUEEN BISCUIT MANUFACTURERS UNITED BISCUITS (UIO LIMITED, LONDON FOR SUITABLE FEGETARIAN V Suitable for Vegans 360a4",en:gluten,3.0,https://images.openfoodfacts.org/images/products/500/016/803/6755/front_en.38.400.jpg,5.0,4.0
7622201133337,Figolu,LUMondelez,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Filled biscuits,Biscuit filled with fruit paste,Biscuits et gâteaux,Biscuits fourrés,Biscuits sec fourré à la pâte de fruits,Snacks sucrés",e,4.0,c,400.0,8.12,3.75,71.9,50.0,3.12,4.69,0.000937,"Farine de blé 34 %, pâte de figues 26 %, sucre, huile de palme, sirop de glucose-fructose, sirop de glucose, sirop de sucre partiellement inverti, sel, poudres à lever (carbonates de sodium, carbonates d'ammonium), correcteur d'acidité (acide citrique). Peut contenir lait.",en:gluten,3.0,https://images.openfoodfacts.org/images/products/762/220/113/3337/front_en.122.400.jpg,5.0,3.0
8434165466333,Krit krititas galletas saladas,"Cuétara, Krit","Botanas,Snacks salados,Aperitivos,en:Biscuits and crackers,Crackers,Galletas,Galletas saladas,Galletitas saladas",e,4.0,b,505.0,26.0,12.0,60.0,8.7,2.5,6.5,1.7,"Farine de _blé_, huiles végétales (palme, tournesol haut oléique), sucre, sirop de glucose et fructose, extrait de malt d'_orge_, sel, poudres à lever (carbonates d'ammonium et sodium), correcteur d'acidité (phosphate de calcium), levure, agent de traitement de la farine (_disulfite_ de sodium).","en:gluten,en:sulphur-dioxide-and-sulphites",4.0,https://images.openfoodfacts.org/images/products/843/416/546/6333/front_en.44.400.jpg,5.0,2.0
3175680011442,Biscuit soja orange,Gerblé,"Snacks,Breakfasts,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Crispy biscuits,Diet crispy biscuit,Dry biscuits,Shortbread cookies,Breakfast biscuit,Shortbread biscuit with fruits",c,4.0,b,444.0,14.0,1.4,66.0,18.0,4.9,11.0,0.36,"Farine de _blé_ 57,7%, sucre de canne roux, huile de colza, flocons de _soja_ 7%, germe de _blé_ 5,3%, oranges déshydratées 1,5%, fibre de blé, magnésium, sucre, amidon de maïs, jus concentré de citron, émulsifiant (lécithines), sel de mer, arôme naturel d'orange, poudres à lever (carbonates de sodium), vitamines E, vitamines PP, vitamines B5, vitamines B6, vitamines B1, vitamines B9.","en:gluten,en:soybeans",2.0,https://images.openfoodfacts.org/images/products/317/568/001/1442/front_en.142.400.jpg,3.0,2.0
5000168198491,Sablés Anglais L'Original,"McVitie's,United Biscuits","Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Shortbread cookies,Plain wheat biscuits",e,4.0,c,483.0,21.3,10.1,63.6,15.1,3.7,7.0,1.3,"Farine (55%) (farine de blé, calcium, fer, niacine, thiamine), huile de palme, farine de blé complète (16%), sucre, poudres à lever (carbonates de sodium, acide malique, carbonates d'ammonium), sirop de sucre inverti, sel.

Peut aussi contenir du lait.","en:gluten,en:milk",3.0,https://images.openfoodfacts.org/images/products/500/016/819/8491/front_en.193.400.jpg,5.0,3.0
3229820021027,P'tit Nature Complet,Bjorg,"Biscuits et gâteaux,Biscuits",c,4.0,b,416.0,10.0,0.8,70.0,20.0,7.6,7.6,0.45,"Farine complète de blé* 76,8%, Sucre de canne* roux, Huile de colza*, Amidon de blé*, Poudre à lever (carbonates d'ammonium), Sel marin, Arôme naturel de vanille, Antioxydant (extraits de romarin).",en:gluten,2.0,https://images.openfoodfacts.org/images/products/322/982/002/1027/front_fr.262.400.jpg,3.0,2.0
8410376026962,Digestive Avena Choco,Gullón,"Botanas,Snacks dulces,Galletas y pasteles,en:Biscuits and crackers,Galletas,Galletas de chocolate,Galletas de avena",e,4.0,d,476.0,21.0,14.0,61.0,22.0,6.5,7.6,0.9825,"Copos de _avena_ 34%, harina integral de _trigo_  21%, chips de chocolate negro 15% (azúcar, pasta de cacao, dextrosa, manteca de cacao, emulgente (lecitina de _soja_)), aceite vegetal 14% (girasol alto oléico), azúcar, jarabe de glucosa y fructosa, gasificantes (carbonato ácido de sodio, carbonato ácido de amonio), sal.","en:gluten,en:soybeans,es:Avena",3.0,https://images.openfoodfacts.org/images/products/841/037/602/6962/front_en.138.400.jpg,5.0,4.0
