alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_sci,"energie, règlement ue n° 1169/2011 (kj/100 g)","energie, règlement ue n° 1169/2011 (kcal/100 g)","energie, n x facteur jones, avec fibres  (kj/100 g)","energie, n x facteur jones, avec fibres  (kcal/100 g)",eau (g/100 g),"protéines, n x facteur de jones (g/100 g)","protéines, n x 6.25 (g/100 g)",glucides (g/100 g),lipides (g/100 g),sucres (g/100 g),fructose (g/100 g),galactose (g/100 g),glucose (g/100 g),lactose (g/100 g),maltose (g/100 g),saccharose (g/100 g),amidon (g/100 g),fibres alimentaires (g/100 g),polyols totaux (g/100 g),cendres (g/100 g),alcool (g/100 g),acides organiques (g/100 g),ag saturés (g/100 g),ag monoinsaturés (g/100 g),ag polyinsaturés (g/100 g),"ag 4:0, butyrique (g/100 g)","ag 6:0, caproïque (g/100 g)","ag 8:0, caprylique (g/100 g)","ag 10:0, caprique (g/100 g)","ag 12:0, laurique (g/100 g)","ag 14:0, myristique (g/100 g)","ag 16:0, palmitique (g/100 g)","ag 18:0, stéarique (g/100 g)","ag 18:1 9c (n-9), oléique (g/100 g)","ag 18:2 9c,12c (n-6), linoléique (g/100 g)","ag 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)","ag 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)","ag 20:5 5c,8c,11c,14c,17c (n-3) epa (g/100 g)","ag 22:6 4c,7c,10c,13c,16c,19c (n-3) dha (g/100 g)",cholestérol (mg/100 g),sel chlorure de sodium (g/100 g),calcium (mg/100 g),chlorure (mg/100 g),cuivre (mg/100 g),fer (mg/100 g),iode (µg/100 g),magnésium (mg/100 g),manganèse (mg/100 g),phosphore (mg/100 g),potassium (mg/100 g),sélénium (µg/100 g),sodium (mg/100 g),zinc (mg/100 g),rétinol (µg/100 g),beta-carotène (µg/100 g),vitamine d (µg/100 g),vitamine e (mg/100 g),vitamine k1 (µg/100 g),vitamine k2 (µg/100 g),vitamine c (mg/100 g),vitamine b1 ou thiamine (mg/100 g),vitamine b2 ou riboflavine (mg/100 g),vitamine b3 ou pp ou niacine (mg/100 g),vitamine b5 ou acide pantothénique (mg/100 g),vitamine b6 (mg/100 g),vitamine b9 ou folates totaux (µg/100 g),vitamine b12 (µg/100 g)
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26229,"Saumon, grillé/poêlé",,933.0,223.0,933.0,223.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,263.0,414.0,11.0,,,,,,,,,,,,,,,18.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26230,"Saumon, élevage, rôti/cuit au four",,874.0,210.0,874.0,210.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,63.0,,15.0,,,,,30.0,,252.0,384.0,,61.0,,,,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26232,"Hareng fumé, à l'huile",,699.0,168.0,699.0,168.0,,,,2.0,11.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3820.0,,,20.0,,,125.0,173.0,17.0,1630.0,,12.0,,,,,,,,,,,,10.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26234,"Julienne ou Lingue, cuite",,447.0,105.0,447.0,105.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,13.0,117.0,,,49.0,31.0,,180.0,330.0,60.0,,,,,,,,,0.0,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26247,"Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur",,722.0,173.0,722.0,173.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,133.0,,,,21.0,,160.0,240.0,60.0,143.0,,,,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26248,"Sole, poêlée",,410.0,,410.0,,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,39.0,228.0,,,20.0,27.0,,180.0,370.0,30.0,147.0,,,,,,,,,,,,,,15.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,26999,"Anguille, cuite (aliment moyen)",,888.0,213.0,888.0,213.0,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,0.0,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,27000,"Anguille, rôtie/cuite au four",,955.0,229.0,955.0,229.0,,,,,15.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,161.0,,26.0,,,,8.0,26.0,,277.0,349.0,,65.0,,1140.0,0.0,,,,,,,,,,,17.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,27001,"Anguille, bouillie/cuite à l'eau",,820.0,197.0,820.0,197.0,62.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,28.0,,,,0.0,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,27002,"Brochet, rôti/cuit au four",,425.0,100.0,425.0,100.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,50.0,,73.0,,,,12.0,40.0,,282.0,331.0,,49.0,,24.0,0.0,,,,,,,,,,,16.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,27004,"Carpe, rôtie/cuite au four",,633.0,151.0,633.0,151.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,84.0,,52.0,,,,6.0,38.0,,531.0,427.0,,63.0,,10.0,0.0,,,,,,,,,,,17.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,27005,"Perche, rôtie/cuite au four",,503.0,119.0,503.0,119.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,73.0,,,,,26.0,,105.0,331.0,26.0,,,24.0,0.0,9.0,,,,,,,,,,16.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,27006,"Truite, rôtie/cuite au four",,766.0,183.0,766.0,183.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,74.0,,55.0,,,,6.0,28.0,,314.0,463.0,3.0,67.0,,19.0,0.0,,,,,,,,,,,15.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,27007,"Truite, cuite à la vapeur",,419.0,,419.0,,75.0,19.0,19.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,3.0,,,,0.0,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,27014,"Truite arc en ciel, élevage, rôtie/cuite au four",,600.0,143.0,600.0,143.0,71.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,65.0,,,,,,263.0,391.0,,,,,0.0,15.0,,,,,,,,,,11.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,27015,"Truite arc en ciel, élevage, cuite à la vapeur",,493.0,117.0,493.0,117.0,75.0,20.0,20.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,3.0,,,,0.0,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,27018,"Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit",,335.0,79.0,335.0,79.0,,,,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,176.0,,,,18.0,,130.0,200.0,,233.0,,,,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,27029,"Truite d'élevage, fumée",,753.0,180.0,753.0,180.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,2460.0,,,40.0,,,227.0,412.0,23.0,1270.0,,51.0,0.0,,,,,0.0,,,,,,26.0,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,27030,"Bar commun ou loup, rôti/cuit au four",,617.0,147.0,617.0,147.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,11.0,119.0,,,,,,183.0,410.0,,,,,,,,,,,,,,,,,
4,405,0,"viandes, œufs, poissons et assimilés",poissons cuits,,27031,"Dorade (Daurade) royale, cuite au four",,620.0,148.0,620.0,148.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,13.0,132.0,,,,29.0,,230.0,420.0,,71.0,,,,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26001,"Bar rayé ou bar d'Amérique, cru",,477.0,113.0,477.0,113.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,66.0,,,,60.0,36.0,,218.0,356.0,,,,,,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26006,"Lieu ou colin d'Alaska, cru",,300.0,,300.0,,,,,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,297.0,,,,,,160.0,296.0,,190.0,,4.0,0.0,,,,,,,,,,,3.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26009,"Flétan de l'Atlantique ou flétan blanc, cru",,409.0,,409.0,,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,15.0,,,,,23.0,,221.0,424.0,,59.0,,40.0,0.0,,,,,0.0,,,,,,12.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26011,"Hareng, cru",,734.0,176.0,734.0,176.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,331.0,,,,27.0,,235.0,342.0,,,,,0.0,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26018,"Lotte ou baudroie, crue",,285.0,,285.0,,,,,,,0.0,,,,0.0,,,0.0,,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,25.0,,,370.0,,,,,,241.0,296.0,,,,6.0,,,0.0,,,,,,,,,7.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26036,"Saumon, cru, élevage",,807.0,194.0,807.0,194.0,,,,,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,181.0,358.0,,,,,,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26042,"Turbot sauvage, cru",,386.0,,386.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,48.0,,,140.0,,,35.0,49.0,,176.0,253.0,,,,11.0,,,0.0,,,,,,,,,8.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26043,"Cabillaud, cru",,329.0,,329.0,,,,,,,0.0,,,,0.0,,,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,110.0,,,101.0,,,163.0,357.0,136.0,,,,0.0,,,,,1.0,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26044,"Merlu, cru",,349.0,,349.0,,80.0,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,83.0,,1.0,,,,160.0,332.0,,,,,0.0,,,0.0,,,,,,0.0,,9.0,1.0
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26047,"Lieu noir, surgelé, cru",,350.0,,350.0,,,,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,71.0,,,,,,73.0,,,107.0,255.0,,,,6.0,,,,0.0,,0.0,,,,,,10.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26048,"Merlu, filet, surgelé, cru",,346.0,82.0,346.0,82.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.0,,,,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26051,"Maquereau, cru",,808.0,194.0,808.0,194.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,82.0,,,,,,190.0,340.0,,64.0,,,0.0,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26052,"Raie, crue",,382.0,,382.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,210.0,,,,,,136.0,279.0,,139.0,,,0.0,,,,,0.0,,,,,,5.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26053,"Thon, cru",,607.0,144.0,607.0,144.0,,24.0,24.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,34.0,,,0.0,,,,,,229.0,429.0,,49.0,,265.0,0.0,,,,,,,,11.0,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26055,"Carrelet ou plie, cru",,375.0,,375.0,,,20.0,20.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,127.0,,,,191.0,,,174.0,352.0,,,,,0.0,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26057,"Limande, crue",,342.0,,342.0,,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,30.0,,,176.0,262.0,,111.0,,,,,,0.0,,,,,,,,5.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26058,"Sole, crue",,328.0,,328.0,,,18.0,18.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,170.0,349.0,23.0,,,5.0,0.0,,,0.0,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26063,"Rascasse, crue",,371.0,,371.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,61.0,,,,11.0,21.0,,,465.0,,,,,0.0,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26064,"Thon albacore ou thon jaune, cru",,459.0,108.0,459.0,108.0,,25.0,25.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,43.0,,,,,,,,,257.0,410.0,,40.0,,195.0,0.0,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26065,"Sardine, crue",,683.0,163.0,683.0,163.0,64.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,130.0,,,,36.0,,286.0,584.0,,101.0,,28.0,,14.0,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26068,"Thon listao ou Bonite à ventre rayé, cru",,411.0,,411.0,,,22.0,22.0,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,47.0,,29.0,,,,,34.0,,222.0,407.0,,37.0,,16.0,,,,,,1.0,,,,,,9.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26069,"Thon rouge, cru",,649.0,155.0,649.0,155.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,38.0,,8.0,,,,,50.0,,254.0,252.0,,39.0,,655.0,0.0,,1.0,0.0,,0.0,,,,,,2.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26072,"Bar commun ou loup, cru, sans précision",,350.0,,350.0,,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,10.0,119.0,,,,27.0,,207.0,390.0,30.0,,,,0.0,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26074,"Roussette ou petite roussette ou saumonette, crue",,415.0,,415.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,,,,,,147.0,258.0,,125.0,,,0.0,,,,,0.0,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26075,"Bar ou loup de l'Atlantique, cru",,379.0,,379.0,,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,50.0,,,,,,60.0,,,185.0,286.0,,99.0,,,,,,0.0,,,,,,,,3.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26076,"Thon germon ou thon blanc, cru",,514.0,121.0,514.0,121.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,195.0,,,14.0,,,242.0,355.0,188.0,,,,,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26079,"Anchois commun, cru",,541.0,129.0,541.0,129.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,124.0,,,,,,55.0,,,162.0,294.0,,73.0,,,0.0,11.0,,,,0.0,,,,,,9.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26080,"Dorade royale, ou daurade ou vraie daurade, crue, sauvage",,393.0,,393.0,,,,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,55.0,,,,,,40.0,19.0,,178.0,439.0,20.0,,,7.0,0.0,,,0.0,,1.0,,,,,,7.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26082,"Espadon, cru",,543.0,130.0,543.0,130.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,130.0,,,40.0,,,289.0,362.0,,112.0,,191.0,0.0,,,,,,,,,,,2.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26083,"Éperlan, cru",,361.0,,361.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,71.0,,,,,,67.0,24.0,,245.0,357.0,,156.0,,,0.0,,,,,0.0,,,,,,37.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26084,"Cardine franche, crue",,395.0,,395.0,,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,43.0,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26085,"Rouget-barbet de roche, cru",,660.0,158.0,660.0,158.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,218.0,343.0,,,,,0.0,,,,,,,,,,,11.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26088,"Dorade royale ou daurade ou vraie daurade, crue, élevage",,543.0,129.0,543.0,129.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,248.0,458.0,,,,,,,,,,0.0,,,,,,5.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26091,"Mulet, cru",,475.0,113.0,475.0,113.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,59.0,,,130.0,,,14.0,,,171.0,305.0,168.0,,,,0.0,,,,,,,,,,,9.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26092,"Truite de mer, crue",,467.0,111.0,467.0,111.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,,,66.0,,,0.0,,,20.0,,,270.0,458.0,,55.0,,12.0,,,,0.0,,,,,,,,16.0,5.0
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26095,"Merlan, cru",,336.0,,336.0,,,,,,,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,18.0,109.0,,,,,,196.0,417.0,,,,3.0,0.0,,,,,0.0,,,,,,13.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26098,"Morue, salée, sèche",,871.0,206.0,871.0,206.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,105.0,,124.0,,,,230.0,,,551.0,1300.0,,4900.0,,,0.0,4.0,,,,0.0,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26099,"Dorade grise, ou daurade grise, ou griset, crue",,547.0,130.0,547.0,130.0,,,,,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,250.0,400.0,,,,,0.0,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26100,"Bogue, crue",,380.0,90.0,380.0,90.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,38.0,,,120.0,,,60.0,,,230.0,309.0,,110.0,,0.0,,0.0,0.0,,,0.0,,,,,,,2.0
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26101,"Bonite, crue",,675.0,161.0,675.0,161.0,70.0,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,16.0,,,,,10.0,,,35.0,,540.0,,,,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26102,"Maquereau espagnol ou maquereau blanc ou billard, cru",,567.0,135.0,567.0,135.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,76.0,,11.0,,,,,33.0,,205.0,446.0,,59.0,,39.0,0.0,,,,,,,,,,,1.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26103,"Denté, cru",,418.0,,418.0,,,17.0,17.0,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,70.0,,34.0,,,1.0,,,,226.0,350.0,,77.0,,48.0,0.0,,,,,0.0,,,,,,5.0,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26104,"Saint-Pierre, cru",,368.0,,368.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,51.0,,,70.0,,,20.0,,,180.0,307.0,,60.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26106,"Grondin, cru",,397.0,94.0,397.0,94.0,75.0,19.0,19.0,,2.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26107,"Corb, cru",,370.0,,370.0,,78.0,20.0,20.0,,,0.0,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,74.0,,,,,61.0,,,527.0,,,,,,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26108,"Capelan, cru",,380.0,90.0,380.0,90.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26109,"Dorade rose, ou daurade rose, crue",,431.0,102.0,431.0,102.0,,21.0,21.0,,2.0,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,34.0,,,,,22.0,,,690.0,,,,,,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26110,"Rouget-barbet de roche, vapeur",,602.0,143.0,602.0,143.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,21.0,162.0,,,40.0,33.0,,230.0,410.0,50.0,,,,,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26111,"Saupe, crue",,399.0,,399.0,,78.0,18.0,18.0,,,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,28.0,,,,,27.0,,,540.0,,,,,,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26113,"Chinchard, cru",,487.0,116.0,487.0,116.0,78.0,19.0,19.0,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,47.0,,92.0,,,,,69.0,,,986.0,26.0,,,,,,,,,,,,,,,,
4,406,0,"viandes, œufs, poissons et assimilés",poissons crus,,26122,"Églefin, cru",,307.0,,307.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,86.0,,,126.0,,,144.0,292.0,36.0,,,,0.0,,,,,0.0,,,,,,,
